geneid	chr	s1	s2
ENSG00000020256	20	52204308	52204308
ENSG00000287511	20	52072685	52072685
ENSG00000234948	20	52192159	52192159
ENSG00000225785	20	52455619	52455619
ENSG00000232465	20	52500591	52500591
ENSG00000232294	20	52671735	52671735
ENSG00000286250	20	52843775	52843775
ENSG00000232286	20	52862855	52862855
ENSG00000182463	20	52972358	52972358
ENSG00000286865	20	53141169	53141169
ENSG00000223492	20	53179550	53179550
ENSG00000227705	20	53208705	53208705
ENSG00000271774	20	53487274	53487274
ENSG00000231703	20	53412910	53412910
ENSG00000259723	20	53504314	53504314
ENSG00000197670	20	53552770	53552770
ENSG00000171940	20	53609907	53609907
ENSG00000235415	20	53608354	53608354
ENSG00000287886	20	53738728	53738728
ENSG00000225563	20	53827297	53827297
ENSG00000064787	20	54070594	54070594
ENSG00000236352	20	53940160	53940160
ENSG00000019186	20	54173986	54173986
ENSG00000286587	20	54178414	54178414
ENSG00000101132	20	54208087	54208087
ENSG00000286229	20	54232758	54232758
ENSG00000101134	20	54475593	54475593
ENSG00000235166	20	55408898	55408898
ENSG00000224008	20	55427197	55427197
ENSG00000275923	20	55505215	55505215
ENSG00000287478	20	55744938	55744938
ENSG00000286006	20	55775176	55775176
ENSG00000054803	20	56005519	56005519
ENSG00000124089	20	56248732	56248732
ENSG00000230843	20	56299160	56299160
ENSG00000124098	20	56358974	56358974
ENSG00000087586	20	56392337	56392337
ENSG00000101138	20	56392371	56392371
ENSG00000087589	20	56412112	56412112
ENSG00000022277	20	56468585	56468585
ENSG00000124091	20	56525925	56525925
ENSG00000124103	20	56517187	56517187
ENSG00000213714	20	56533246	56533246
ENSG00000287079	20	56550605	56550605
ENSG00000225657	20	56577563	56577563
ENSG00000087510	20	56629306	56629306
ENSG00000231604	20	56730397	56730397
ENSG00000231078	20	57105741	57105741
ENSG00000203266	20	57110640	57110640
ENSG00000288086	20	57119543	57119543
ENSG00000101144	20	57266641	57266641
ENSG00000235032	20	57214872	57214872
ENSG00000226308	20	57266797	57266797
ENSG00000054796	20	57329803	57329803
ENSG00000101146	20	57351223	57351223
ENSG00000256222	20	57359498	57359498
ENSG00000218018	20	57393062	57393062
ENSG00000132819	20	57391396	57391396
ENSG00000286052	20	57442742	57442742
ENSG00000124092	20	57525652	57525652
ENSG00000124253	20	57561080	57561080
ENSG00000227297	20	57601200	57601200
ENSG00000124256	20	57620576	57620576
ENSG00000124225	20	57711536	57711536
ENSG00000278709	20	57710156	57710156
ENSG00000203971	20	57960176	57960176
ENSG00000275852	20	58003904	58003904
ENSG00000225708	20	58072070	58072070
ENSG00000124237	20	58150902	58150902
ENSG00000124227	20	58228653	58228653
ENSG00000124209	20	58309715	58309715
ENSG00000124164	20	58389122	58389122
ENSG00000198768	20	58515399	58515399
ENSG00000231290	20	58515379	58515379
ENSG00000254620	20	58594417	58594417
ENSG00000268941	20	58634772	58634772
ENSG00000124222	20	58651253	58651253
ENSG00000215440	20	58689131	58689131
ENSG00000254419	20	58710795	58710795
ENSG00000270279	20	58754351	58754351
ENSG00000268649	20	58817725	58817725
ENSG00000235590	20	58850903	58850903
ENSG00000268333	20	58836529	58836529
ENSG00000087460	20	58839718	58839718
ENSG00000225806	20	58888809	58888809
ENSG00000270951	20	58876981	58876981
ENSG00000285091	20	58981169	58981169
ENSG00000101158	20	58981208	58981208
ENSG00000101160	20	59007254	59007254
ENSG00000101162	20	59019254	59019254
ENSG00000124172	20	59032345	59032345
ENSG00000101166	20	59042809	59042809
ENSG00000124203	20	59123381	59123381
ENSG00000124205	20	59300443	59300443
ENSG00000225129	20	59357774	59357774
ENSG00000230352	20	59364773	59364773
ENSG00000286309	20	59397109	59397109
ENSG00000287752	20	59469853	59469853
ENSG00000227282	20	59515191	59515191
ENSG00000087495	20	59577509	59577509
ENSG00000238194	20	59628295	59628295
ENSG00000196074	20	59933655	59933655
ENSG00000196227	20	59933764	59933764
ENSG00000132825	20	59940305	59940305
ENSG00000124215	20	59958423	59958423
ENSG00000176659	20	60055853	60055853
ENSG00000276093	20	60083872	60083872
ENSG00000228340	20	60087826	60087826
ENSG00000276627	20	60755001	60755001
ENSG00000261035	20	60814211	60814211
ENSG00000229755	20	61077816	61077816
ENSG00000229606	20	61079049	61079049
ENSG00000179242	20	61252261	61252261
ENSG00000286232	20	61271827	61271827
ENSG00000276786	20	61369879	61369879
ENSG00000277270	20	61437630	61437630
ENSG00000179253	20	61719748	61719748
ENSG00000225106	20	61755056	61755056
ENSG00000130699	20	62065810	62065810
ENSG00000283078	20	62066830	62066830
ENSG00000149657	20	62122461	62122461
ENSG00000101182	20	62143440	62143440
ENSG00000184402	20	62143769	62143769
ENSG00000101181	20	62183029	62183029
ENSG00000101180	20	62220278	62220278
ENSG00000130703	20	62231922	62231922
ENSG00000130706	20	62302093	62302093
ENSG00000226332	20	62306325	62306325
ENSG00000130702	20	62367312	62367312
ENSG00000228812	20	62352995	62352995
ENSG00000273619	20	62386970	62386970
ENSG00000171858	20	62387103	62387103
ENSG00000149679	20	62407285	62407285
ENSG00000275437	20	62405935	62405935
ENSG00000130701	20	62427539	62427539
ENSG00000233017	20	62427827	62427827
ENSG00000130700	20	62475995	62475995
ENSG00000272050	20	62477870	62477870
ENSG00000260542	20	62516096	62516096
ENSG00000174403	20	62551526	62551526
ENSG00000174407	20	62550453	62550453
ENSG00000264490	20	62575590	62575590
ENSG00000273812	20	62603355	62603355
ENSG00000232121	20	62635504	62635504
ENSG00000229882	20	62633772	62633772
ENSG00000167046	20	62643304	62643304
ENSG00000101187	20	62642503	62642503
ENSG00000277496	20	62650767	62650767
ENSG00000276317	20	62652186	62652186
ENSG00000232803	20	62666724	62666724
ENSG00000237687	20	62700480	62700480
ENSG00000101188	20	62708836	62708836
ENSG00000223669	20	62735347	62735347
ENSG00000228705	20	62776996	62776996
ENSG00000101189	20	62796473	62796473
ENSG00000229873	20	62805587	62805587
ENSG00000060491	20	62804835	62804835
ENSG00000092758	20	62816244	62816244
ENSG00000101190	20	62861822	62861822
ENSG00000101191	20	62937952	62937952
ENSG00000273759	20	62929297	62929297
ENSG00000101193	20	62938147	62938147
ENSG00000101194	20	62952707	62952707
ENSG00000125533	20	63007035	63007035
ENSG00000272259	20	63009383	63009383
ENSG00000125514	20	63037028	63037028
ENSG00000237119	20	63038011	63038011
ENSG00000231133	20	63102631	63102631
ENSG00000225978	20	63102205	63102205
ENSG00000287324	20	63116218	63116218
ENSG00000260416	20	63129459	63129459
ENSG00000286628	20	63152087	63152087
ENSG00000231977	20	63180903	63180903
ENSG00000149658	20	63216139	63216139
ENSG00000273821	20	63218041	63218041
ENSG00000101197	20	63235883	63235883
ENSG00000101198	20	63272694	63272694
ENSG00000275620	20	63253978	63253978
ENSG00000101199	20	63272785	63272785
ENSG00000101203	20	63293186	63293186
ENSG00000101204	20	63378401	63378401
ENSG00000203900	20	63359988	63359988
ENSG00000075043	20	63472677	63472677
ENSG00000280936	20	63422269	63422269
ENSG00000226390	20	63448051	63448051
ENSG00000101210	20	63499185	63499185
ENSG00000230226	20	63502287	63502287
ENSG00000125534	20	63520765	63520765
ENSG00000101213	20	63537376	63537376
ENSG00000125508	20	63547504	63547504
ENSG00000275812	20	63543411	63543411
ENSG00000125531	20	63547891	63547891
ENSG00000130589	20	63574239	63574239
ENSG00000101216	20	63627101	63627101
ENSG00000232442	20	63627227	63627227
ENSG00000197457	20	63657682	63657682
ENSG00000258366	20	63657810	63657810
ENSG00000243509	20	63696652	63696652
ENSG00000101246	20	63708025	63708025
ENSG00000197114	20	63707465	63707465
ENSG00000274501	20	63730377	63730377
ENSG00000203896	20	63736283	63736283
ENSG00000125520	20	63739776	63739776
ENSG00000130584	20	63832038	63832038
ENSG00000229299	20	63744689	63744689
ENSG00000231208	20	63808076	63808076
ENSG00000268858	20	63864293	63864293
ENSG00000183260	20	63861498	63861498
ENSG00000101150	20	63865228	63865228
ENSG00000101152	20	63895126	63895126
ENSG00000198276	20	63956416	63956416
ENSG00000280213	20	63953384	63953384
ENSG00000196700	20	63969930	63969930
ENSG00000130590	20	63980008	63980008
ENSG00000101161	20	63981132	63981132
ENSG00000196421	20	64034344	64034344
ENSG00000203883	20	64049639	64049639
ENSG00000171703	20	64049836	64049836
ENSG00000237371	20	64056803	64056803
ENSG00000171700	20	64079988	64079988
ENSG00000125510	20	64080082	64080082
ENSG00000171695	20	64084359	64084359
ENSG00000286999	20	64101162	64101162
ENSG00000196132	20	64102394	64102394
ENSG00000125522	20	64107171	64107171
ENSG00000203880	20	64255695	64255695
ENSG00000149656	20	64290385	64290385
ENSG00000279493	21	5011799	5011799
ENSG00000277117	21	5022493	5022493
ENSG00000279687	21	5073458	5073458
ENSG00000280071	21	5128413	5128413
ENSG00000275464	21	5154658	5154658
ENSG00000280433	21	5165472	5165472
ENSG00000279669	21	5243833	5243833
ENSG00000279094	21	5502542	5502542
ENSG00000274333	21	5553637	5553637
ENSG00000279784	21	5705345	5705345
ENSG00000279064	21	5709456	5709456
ENSG00000274559	21	5973383	5973383
ENSG00000280191	21	6060340	6060340
ENSG00000280095	21	6081193	6081193
ENSG00000280179	21	6091407	6091407
ENSG00000275993	21	6111131	6111131
ENSG00000288187	21	6217681	6217681
ENSG00000275496	21	6267317	6267317
ENSG00000278903	21	6318434	6318434
ENSG00000274276	21	6468040	6468040
ENSG00000275895	21	6499261	6499261
ENSG00000278927	21	6553955	6553955
ENSG00000276076	21	6560714	6560714
ENSG00000280145	21	6670695	6670695
ENSG00000278878	21	6670667	6670667
ENSG00000280164	21	6721812	6721812
ENSG00000279998	21	6789592	6789592
ENSG00000278955	21	6858539	6858539
ENSG00000279751	21	6904884	6904884
ENSG00000280018	21	6997765	6997765
ENSG00000278884	21	7020599	7020599
ENSG00000277067	21	7048891	7048891
ENSG00000276077	21	7430659	7430659
ENSG00000277991	21	7681742	7681742
ENSG00000273590	21	7744962	7744962
ENSG00000277277	21	7770591	7770591
ENSG00000278961	21	7793954	7793954
ENSG00000276289	21	7829926	7829926
ENSG00000278996	21	8197620	8197620
ENSG00000280800	21	8211306	8211306
ENSG00000281383	21	8255514	8255514
ENSG00000280441	21	8380643	8380643
ENSG00000280614	21	8394341	8394341
ENSG00000281181	21	8438551	8438551
ENSG00000279579	21	8759077	8759077
ENSG00000286033	21	8836565	8836565
ENSG00000279501	21	9018670	9018670
ENSG00000278932	21	9325013	9325013
ENSG00000286103	21	9634244	9634244
ENSG00000279321	21	9913117	9913117
ENSG00000279851	21	10122273	10122273
ENSG00000277693	21	10342737	10342737
ENSG00000274391	21	10521553	10521553
ENSG00000277282	21	10649835	10649835
ENSG00000229306	21	13016692	13016692
ENSG00000280108	21	13305152	13305152
ENSG00000228159	21	13516107	13516107
ENSG00000166351	21	13609858	13609858
ENSG00000224922	21	13769932	13769932
ENSG00000224905	21	14027419	14027419
ENSG00000188992	21	14210891	14210891
ENSG00000185272	21	14216130	14216130
ENSG00000155304	21	14383484	14383484
ENSG00000155307	21	14658821	14658821
ENSG00000223662	21	14582202	14582202
ENSG00000232884	21	14753925	14753925
ENSG00000226751	21	14763090	14763090
ENSG00000281903	21	14918552	14918552
ENSG00000235277	21	14918534	14918534
ENSG00000180530	21	15065936	15065936
ENSG00000229047	21	14961309	14961309
ENSG00000231201	21	14971470	14971470
ENSG00000236471	21	15067070	15067070
ENSG00000229425	21	15627342	15627342
ENSG00000224247	21	15496124	15496124
ENSG00000155313	21	15730025	15730025
ENSG00000215386	21	15928296	15928296
ENSG00000270071	21	16310382	16310382
ENSG00000270139	21	16419080	16419080
ENSG00000287066	21	16507916	16507916
ENSG00000269950	21	16582637	16582637
ENSG00000237735	21	16815688	16815688
ENSG00000232886	21	16873691	16873691
ENSG00000232560	21	17438821	17438821
ENSG00000154639	21	17513043	17513043
ENSG00000154640	21	17612947	17612947
ENSG00000280594	21	17611744	17611744
ENSG00000226956	21	17660384	17660384
ENSG00000240770	21	17792523	17792523
ENSG00000154642	21	17819386	17819386
ENSG00000244676	21	17793488	17793488
ENSG00000231755	21	17885608	17885608
ENSG00000154645	21	17901263	17901263
ENSG00000227330	21	18114904	18114904
ENSG00000154646	21	18485879	18485879
ENSG00000228708	21	18486599	18486599
ENSG00000224141	21	18760320	18760320
ENSG00000230233	21	18614431	18614431
ENSG00000232193	21	18935859	18935859
ENSG00000226204	21	18967058	18967058
ENSG00000235965	21	19047684	19047684
ENSG00000229289	21	19130523	19130523
ENSG00000231620	21	19301613	19301613
ENSG00000233480	21	19900043	19900043
ENSG00000233236	21	20258820	20258820
ENSG00000224924	21	20803816	20803816
ENSG00000154654	21	20998409	20998409
ENSG00000226771	21	21226829	21226829
ENSG00000234730	21	21566763	21566763
ENSG00000237527	21	21686329	21686329
ENSG00000238265	21	21737319	21737319
ENSG00000233997	21	21746973	21746973
ENSG00000227075	21	21975681	21975681
ENSG00000233215	21	22098518	22098518
ENSG00000184856	21	22098616	22098616
ENSG00000226043	21	22209920	22209920
ENSG00000234034	21	22520058	22520058
ENSG00000230972	21	23065491	23065491
ENSG00000286222	21	23119903	23119903
ENSG00000228592	21	23423778	23423778
ENSG00000227716	21	23477641	23477641
ENSG00000288094	21	23704260	23704260
ENSG00000287612	21	23857081	23857081
ENSG00000231986	21	23890541	23890541
ENSG00000235564	21	23968747	23968747
ENSG00000287801	21	24114352	24114352
ENSG00000226996	21	24043257	24043257
ENSG00000224018	21	24192924	24192924
ENSG00000224832	21	24321377	24321377
ENSG00000237484	21	24306939	24306939
ENSG00000226983	21	24840550	24840550
ENSG00000227090	21	24902756	24902756
ENSG00000230379	21	24992817	24992817
ENSG00000244278	21	25055535	25055535
ENSG00000232512	21	25095022	25095022
ENSG00000223870	21	25127469	25127469
ENSG00000222042	21	25361868	25361868
ENSG00000185433	21	25431701	25431701
ENSG00000229962	21	25518865	25518865
ENSG00000234883	21	25561909	25561909
ENSG00000260583	21	25583326	25583326
ENSG00000154719	21	25607517	25607517
ENSG00000154721	21	25639258	25639258
ENSG00000287109	21	25654671	25654671
ENSG00000154723	21	25735673	25735673
ENSG00000154727	21	25734570	25734570
ENSG00000142192	21	26171128	26171128
ENSG00000233783	21	25928754	25928754
ENSG00000224541	21	26158091	26158091
ENSG00000273492	21	26170871	26170871
ENSG00000286902	21	26320773	26320773
ENSG00000229025	21	26350634	26350634
ENSG00000232692	21	26378552	26378552
ENSG00000197934	21	26393635	26393635
ENSG00000273115	21	26460214	26460214
ENSG00000166265	21	26573286	26573286
ENSG00000154734	21	26845409	26845409
ENSG00000223563	21	26889376	26889376
ENSG00000154736	21	26967088	26967088
ENSG00000231236	21	27448579	27448579
ENSG00000236332	21	27361121	27361121
ENSG00000234052	21	27638613	27638613
ENSG00000225298	21	27722379	27722379
ENSG00000234083	21	27954922	27954922
ENSG00000178457	21	28013363	28013363
ENSG00000232079	21	28048404	28048404
ENSG00000236532	21	28228667	28228667
ENSG00000232855	21	28674848	28674848
ENSG00000226935	21	28539318	28539318
ENSG00000156239	21	28885371	28885371
ENSG00000198862	21	28992956	28992956
ENSG00000156253	21	29019360	29019360
ENSG00000273254	21	29024890	29024890
ENSG00000156256	21	29024629	29024629
ENSG00000156261	21	29073797	29073797
ENSG00000231125	21	29060095	29060095
ENSG00000286018	21	29063446	29063446
ENSG00000156265	21	29077471	29077471
ENSG00000224649	21	29187795	29187795
ENSG00000215533	21	29193480	29193480
ENSG00000156273	21	29194071	29194071
ENSG00000248476	21	29351634	29351634
ENSG00000273017	21	29359002	29359002
ENSG00000232118	21	29376339	29376339
ENSG00000228817	21	29370497	29370497
ENSG00000234293	21	29496047	29496047
ENSG00000171189	21	29940033	29940033
ENSG00000273464	21	29657406	29657406
ENSG00000174680	21	29748175	29748175
ENSG00000259981	21	30089717	30089717
ENSG00000156282	21	30166805	30166805
ENSG00000227342	21	30211783	30211783
ENSG00000156284	21	30216097	30216097
ENSG00000188694	21	30282950	30282950
ENSG00000232263	21	30289514	30289514
ENSG00000197683	21	30320315	30320315
ENSG00000206107	21	30337694	30337694
ENSG00000186980	21	30348609	30348609
ENSG00000182816	21	30372271	30372271
ENSG00000198390	21	30396031	30396031
ENSG00000240432	21	30425968	30425968
ENSG00000186971	21	30430230	30430230
ENSG00000186970	21	30440275	30440275
ENSG00000184351	21	30480367	30480367
ENSG00000186965	21	30487436	30487436
ENSG00000244025	21	30492013	30492013
ENSG00000186967	21	30497165	30497165
ENSG00000186977	21	30502141	30502141
ENSG00000186925	21	30541864	30541864
ENSG00000244362	21	30561314	30561314
ENSG00000206106	21	30590397	30590397
ENSG00000212938	21	30592440	30592440
ENSG00000186930	21	30598902	30598902
ENSG00000186924	21	30601087	30601087
ENSG00000184724	21	30613930	30613930
ENSG00000244624	21	30616425	30616425
ENSG00000206105	21	30620627	30620627
ENSG00000184032	21	30635206	30635206
ENSG00000206104	21	30642864	30642864
ENSG00000231068	21	30718777	30718777
ENSG00000187026	21	30747259	30747259
ENSG00000187005	21	30755428	30755428
ENSG00000183640	21	30813274	30813274
ENSG00000274749	21	30829759	30829759
ENSG00000182591	21	30881580	30881580
ENSG00000206102	21	31038476	31038476
ENSG00000156299	21	31559977	31559977
ENSG00000286643	21	31347736	31347736
ENSG00000237594	21	31559245	31559245
ENSG00000234509	21	31659500	31659500
ENSG00000142168	21	31659622	31659622
ENSG00000273271	21	31667247	31667247
ENSG00000156304	21	31732118	31732118
ENSG00000273091	21	31735732	31735732
ENSG00000142149	21	31873020	31873020
ENSG00000237138	21	32021782	32021782
ENSG00000230323	21	32197813	32197813
ENSG00000261610	21	32261585	32261585
ENSG00000159055	21	32279049	32279049
ENSG00000227256	21	32277863	32277863
ENSG00000170262	21	32291813	32291813
ENSG00000232623	21	32308737	32308737
ENSG00000142207	21	32393012	32393012
ENSG00000256073	21	32393130	32393130
ENSG00000166979	21	32412006	32412006
ENSG00000242220	21	32587373	32587373
ENSG00000159079	21	32612603	32612603
ENSG00000159082	21	32728048	32728048
ENSG00000238197	21	32728097	32728097
ENSG00000159086	21	32771792	32771792
ENSG00000205930	21	32772100	32772100
ENSG00000205929	21	32813743	32813743
ENSG00000232360	21	32849934	32849934
ENSG00000227757	21	33071104	33071104
ENSG00000228961	21	32958888	32958888
ENSG00000205927	21	33025935	33025935
ENSG00000232539	21	33057829	33057829
ENSG00000184221	21	33070141	33070141
ENSG00000226527	21	33123725	33123725
ENSG00000226433	21	33152614	33152614
ENSG00000229086	21	33170649	33170649
ENSG00000159110	21	33229901	33229901
ENSG00000223799	21	33266260	33266260
ENSG00000243646	21	33266367	33266367
ENSG00000142166	21	33324429	33324429
ENSG00000159128	21	33402896	33402896
ENSG00000142188	21	33479974	33479974
ENSG00000231355	21	33484258	33484258
ENSG00000177692	21	33491720	33491720
ENSG00000159131	21	33543491	33543491
ENSG00000159140	21	33543038	33543038
ENSG00000159147	21	33588706	33588706
ENSG00000205758	21	33643926	33643926
ENSG00000205726	21	33642400	33642400
ENSG00000241837	21	33915814	33915814
ENSG00000237945	21	33915534	33915534
ENSG00000273102	21	33968573	33968573
ENSG00000243927	21	34073224	34073224
ENSG00000198743	21	34073578	34073578
ENSG00000227456	21	34157724	34157724
ENSG00000214955	21	34205055	34205055
ENSG00000225555	21	34375364	34375364
ENSG00000159197	21	34364024	34364024
ENSG00000205670	21	34375480	34375480
ENSG00000222018	21	34401072	34401072
ENSG00000273104	21	34412200	34412200
ENSG00000243627	21	34423966	34423966
ENSG00000272958	21	34425508	34425508
ENSG00000180509	21	34512210	34512210
ENSG00000159200	21	34615113	34615113
ENSG00000159212	21	34669389	34669389
ENSG00000230978	21	34737204	34737204
ENSG00000234380	21	34745757	34745757
ENSG00000159216	21	36004667	36004667
ENSG00000286153	21	34836286	34836286
ENSG00000234703	21	35136638	35136638
ENSG00000230794	21	35732942	35732942
ENSG00000231106	21	36005338	36005338
ENSG00000185917	21	36079389	36079389
ENSG00000236677	21	36060432	36060432
ENSG00000230212	21	36126640	36126640
ENSG00000159228	21	36069941	36069941
ENSG00000236119	21	36082859	36082859
ENSG00000233393	21	36104881	36104881
ENSG00000236830	21	36175815	36175815
ENSG00000159231	21	36135079	36135079
ENSG00000142197	21	36156782	36156782
ENSG00000273199	21	36320670	36320670
ENSG00000159256	21	36320189	36320189
ENSG00000228107	21	36360630	36360630
ENSG00000159259	21	36385392	36385392
ENSG00000230479	21	36430360	36430360
ENSG00000233818	21	36445731	36445731
ENSG00000159261	21	36576569	36576569
ENSG00000286517	21	36542855	36542855
ENSG00000286852	21	36580172	36580172
ENSG00000231324	21	36637033	36637033
ENSG00000224269	21	36701564	36701564
ENSG00000159263	21	36699115	36699115
ENSG00000159267	21	36990236	36990236
ENSG00000237646	21	36806284	36806284
ENSG00000224790	21	36966461	36966461
ENSG00000183145	21	37006150	37006150
ENSG00000185808	21	37073170	37073170
ENSG00000182670	21	37073226	37073226
ENSG00000270116	21	37100814	37100814
ENSG00000228677	21	37193926	37193926
ENSG00000230366	21	37208503	37208503
ENSG00000242553	21	37221419	37221419
ENSG00000157538	21	37267919	37267919
ENSG00000272948	21	37267784	37267784
ENSG00000287637	21	37366858	37366858
ENSG00000273210	21	37365932	37365932
ENSG00000157540	21	37365573	37365573
ENSG00000286717	21	37593977	37593977
ENSG00000157542	21	38121345	38121345
ENSG00000233213	21	37719569	37719569
ENSG00000184029	21	38121360	38121360
ENSG00000223608	21	38010618	38010618
ENSG00000198054	21	38121451	38121451
ENSG00000157551	21	38155549	38155549
ENSG00000233316	21	38206156	38206156
ENSG00000226012	21	38238201	38238201
ENSG00000231231	21	38333421	38333421
ENSG00000157554	21	38661780	38661780
ENSG00000287470	21	38503562	38503562
ENSG00000223806	21	38747460	38747460
ENSG00000157557	21	38805183	38805183
ENSG00000205622	21	38956467	38956467
ENSG00000229986	21	38846247	38846247
ENSG00000287082	21	38857539	38857539
ENSG00000229925	21	38888772	38888772
ENSG00000232837	21	38977774	38977774
ENSG00000235888	21	39062894	39062894
ENSG00000237609	21	39029128	39029128
ENSG00000183527	21	39183488	39183488
ENSG00000185658	21	39321559	39321559
ENSG00000272991	21	39184469	39184469
ENSG00000237373	21	39219805	39219805
ENSG00000255568	21	39313935	39313935
ENSG00000238141	21	39315707	39315707
ENSG00000205581	21	39349647	39349647
ENSG00000182093	21	39377698	39377698
ENSG00000157578	21	39445805	39445805
ENSG00000185437	21	39445855	39445855
ENSG00000183778	21	39556442	39556442
ENSG00000184809	21	39612910	39612910
ENSG00000225330	21	39630271	39630271
ENSG00000231713	21	39727755	39727755
ENSG00000183067	21	39745407	39745407
ENSG00000183036	21	39867438	39867438
ENSG00000171587	21	40847158	40847158
ENSG00000235123	21	40383083	40383083
ENSG00000233756	21	40630767	40630767
ENSG00000288069	21	40736318	40736318
ENSG00000286425	21	41037362	41037362
ENSG00000226496	21	41148198	41148198
ENSG00000182240	21	41167801	41167801
ENSG00000280109	21	41186788	41186788
ENSG00000224388	21	41180097	41180097
ENSG00000183844	21	41304212	41304212
ENSG00000183486	21	41361999	41361999
ENSG00000157601	21	41420304	41420304
ENSG00000228318	21	41445708	41445708
ENSG00000184012	21	41531116	41531116
ENSG00000232806	21	41562958	41562958
ENSG00000223400	21	41581319	41581319
ENSG00000286027	21	41580475	41580475
ENSG00000227702	21	41679181	41679181
ENSG00000236384	21	41715775	41715775
ENSG00000232401	21	41715806	41715806
ENSG00000183421	21	41767089	41767089
ENSG00000236883	21	41739373	41739373
ENSG00000141956	21	41879482	41879482
ENSG00000236545	21	41870633	41870633
ENSG00000227698	21	41877613	41877613
ENSG00000157617	21	41954018	41954018
ENSG00000173276	21	42010387	42010387
ENSG00000237232	21	42009194	42009194
ENSG00000177398	21	42062959	42062959
ENSG00000184385	21	42108534	42108534
ENSG00000160179	21	42199689	42199689
ENSG00000160180	21	42315651	42315651
ENSG00000160181	21	42350997	42350997
ENSG00000160182	21	42366535	42366535
ENSG00000160183	21	42396091	42396091
ENSG00000160185	21	42403447	42403447
ENSG00000160188	21	42496246	42496246
ENSG00000160190	21	42496008	42496008
ENSG00000239930	21	42496539	42496539
ENSG00000231867	21	42508624	42508624
ENSG00000235772	21	42561934	42561934
ENSG00000225431	21	42615058	42615058
ENSG00000235023	21	42651244	42651244
ENSG00000160191	21	42653621	42653621
ENSG00000225731	21	42741758	42741758
ENSG00000283051	21	42779994	42779994
ENSG00000233754	21	42782229	42782229
ENSG00000225218	21	42836477	42836477
ENSG00000160193	21	42879568	42879568
ENSG00000160194	21	42879644	42879644
ENSG00000233056	21	42925646	42925646
ENSG00000224100	21	42965363	42965363
ENSG00000160199	21	42974510	42974510
ENSG00000160200	21	43076943	43076943
ENSG00000160201	21	43107587	43107587
ENSG00000286549	21	43107942	43107942
ENSG00000236663	21	43141092	43141092
ENSG00000228120	21	43162277	43162277
ENSG00000160202	21	43169008	43169008
ENSG00000237864	21	43332039	43332039
ENSG00000237989	21	43362349	43362349
ENSG00000225637	21	43363332	43363332
ENSG00000142178	21	43427131	43427131
ENSG00000188660	21	43446601	43446601
ENSG00000185186	21	43479534	43479534
ENSG00000223975	21	43465309	43465309
ENSG00000160207	21	43659488	43659488
ENSG00000234289	21	43565182	43565182
ENSG00000160208	21	43659560	43659560
ENSG00000160209	21	43719094	43719094
ENSG00000287507	21	43768320	43768320
ENSG00000160213	21	43776445	43776445
ENSG00000160214	21	43789513	43789513
ENSG00000215458	21	43812567	43812567
ENSG00000160216	21	43865223	43865223
ENSG00000160218	21	44012309	44012309
ENSG00000241945	21	44107373	44107373
ENSG00000160221	21	44133610	44133610
ENSG00000225331	21	44160076	44160076
ENSG00000285413	21	44194338	44194338
ENSG00000237604	21	44175489	44175489
ENSG00000232124	21	44207399	44207399
ENSG00000160223	21	44240966	44240966
ENSG00000278158	21	44241847	44241847
ENSG00000275799	21	44244545	44244545
ENSG00000142182	21	44262216	44262216
ENSG00000232010	21	44250813	44250813
ENSG00000160224	21	44285838	44285838
ENSG00000141959	21	44300051	44300051
ENSG00000241728	21	44330221	44330221
ENSG00000160226	21	44339402	44339402
ENSG00000184441	21	44331234	44331234
ENSG00000232969	21	44339376	44339376
ENSG00000260256	21	44348295	44348295
ENSG00000142185	21	44350163	44350163
ENSG00000230061	21	44425272	44425272
ENSG00000229356	21	44455284	44455284
ENSG00000160233	21	44455510	44455510
ENSG00000274225	21	44477850	44477850
ENSG00000228709	21	44485577	44485577
ENSG00000277352	21	44494874	44494874
ENSG00000175894	21	44711572	44711572
ENSG00000235890	21	44506807	44506807
ENSG00000182912	21	44517216	44517216
ENSG00000287088	21	44530172	44530172
ENSG00000215455	21	44540195	44540195
ENSG00000205445	21	44551505	44551505
ENSG00000212935	21	44558795	44558795
ENSG00000215454	21	44573724	44573724
ENSG00000241123	21	44580604	44580604
ENSG00000188155	21	44592505	44592505
ENSG00000272804	21	44600597	44600597
ENSG00000187766	21	44612079	44612079
ENSG00000221837	21	44627093	44627093
ENSG00000221859	21	44637356	44637356
ENSG00000243489	21	44646414	44646414
ENSG00000212933	21	44654659	44654659
ENSG00000205439	21	44657932	44657932
ENSG00000221864	21	44666927	44666927
ENSG00000187175	21	44682163	44682163
ENSG00000189169	21	44697172	44697172
ENSG00000184787	21	44801826	44801826
ENSG00000236519	21	44802577	44802577
ENSG00000184900	21	44818779	44818779
ENSG00000183255	21	44873903	44873903
ENSG00000160255	21	44931989	44931989
ENSG00000227039	21	44921051	44921051
ENSG00000273027	21	44930112	44930112
ENSG00000183250	21	44939937	44939937
ENSG00000272825	21	44936303	44936303
ENSG00000160256	21	44940012	44940012
ENSG00000276529	21	44978832	44978832
ENSG00000234880	21	44994086	44994086
ENSG00000261706	21	44995185	44995185
ENSG00000275874	21	45004727	45004727
ENSG00000197381	21	45073853	45073853
ENSG00000267857	21	45101094	45101094
ENSG00000182586	21	45234308	45234308
